role_id,permission_id
2,101
2,102
2,103
2,104
2,105
2,106
2,107
2,108
2,109
2,110
2,201
2,202
2,203
2,204
2,301
2,302
2,303
2,401
2,404
2,406
2,408
2,410
2,411
2,413
2,415
2,417
2,501
2,502
2,503
2,504
2,505
2,506
2,507
2,508
2,601
